Rang,Etablissement,Commune,Note,Filière,Texte
108,Sainte-Anne,Brest,10,PSI,"Cet établissement privé a présenté 19 candidats en PSI en 2023. Leur moyenne au bac est estimée à 13,8 sur 20."
108,Younoussa Bamana,Mamoudzou,10,PSI,"Cet établissement public a présenté 12 candidats en PSI en 2023. Leur moyenne au bac est estimée à 12,4 sur 20."
1,Jean-Baptiste Say,Paris 16e,20,PT,"Cet établissement public a présenté 42 candidats en PT en 2023. Leur moyenne au bac est estimée à 17,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 7
	- Ecole polytechnique : 4
	- Mines Paris : 1
	- CentraleSupélec : 7
	- Télécom Paris : 1
	- Ensta Paris : 3
	- Ecole centrale de Lyon : 4
	- Isae-Supaero : 2
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 1
	- Ensimag : 1
	- Arts et Métiers : 9
	- ESTP : 1"
2,Sainte-Geneviève,Versailles,"18,7",PT,"Cet établissement privé a présenté 33 candidats en PT en 2023. Leur moyenne au bac est estimée à 17,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- ENS Rennes : 1
	- Ecole polytechnique : 2
	- Mines Paris : 2
	- CentraleSupélec : 7
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 2
	- Isae-Supaero : 1
	- Centrale Nantes : 1
	- Arts et Métiers : 14"
3,La Salle Passy Buzenval,Rueil-Malmaison,"17,6",PT,"Cet établissement privé a présenté 34 candidats en PT en 2023. Leur moyenne au bac est estimée à 16,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Rennes : 1
	- Mines Paris : 2
	- CentraleSupélec : 8
	- Télécom Paris : 1
	- Ensta Paris : 1
	- Ecole centrale de Lille : 1
	- Mines Nancy : 1
	- Arts et Métiers : 16
	- ESTP : 1"
4,Louis Lachenal,Argonay,"16,9",PT,"Cet établissement public a présenté 37 candidats en PT en 2023. Leur moyenne au bac est estimée à 15,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 3
	- Ecole polytechnique : 1
	- CentraleSupélec : 1
	- Ponts ParisTech : 5
	- Isae-Supaero : 2
	- Ecole centrale de Lille : 2
	- Mines Nancy : 1
	- Arts et Métiers : 15
	- ESTP : 1
	- Ensta Bretagne : 1"
5,Jules Ferry,Versailles,"15,6",PT,"Cet établissement public a présenté 89 candidats en PT en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 2
	- CentraleSupélec : 10
	- Télécom Paris : 1
	- Ensta Paris : 3
	- Ecole centrale de Lyon : 4
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 1
	- Ensimag : 2
	- Arts et Métiers : 46
	- ESTP : 1"
6,Lycée de Cachan,Cachan,"14,7",PT,"Cet établissement public a présenté 43 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 3
	- Ecole polytechnique : 1
	- CentraleSupélec : 1
	- Enac : 1
	- Phelma : 3
	- Arts et Métiers : 18
	- ESTP : 3"
7,La Martinière Monplaisir,Lyon 8e,"14,6",PT,"Cet établissement public a présenté 86 candidats en PT en 2023. Leur moyenne au bac est estimée à 15,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 2
	- Ecole polytechnique : 1
	- CentraleSupélec : 7
	- Ensta Paris : 4
	- Ecole centrale de Lyon : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 1
	- Mines Nancy : 1
	- Ensimag : 2
	- Phelma : 3
	- Télécom SudParis : 1
	- Arts et Métiers : 24
	- ESTP : 1
	- Ensta Bretagne : 6"
8,Déodat de Séverac,Toulouse,"14,2",PT,"Cet établissement public a présenté 37 candidats en PT en 2023. Leur moyenne au bac est estimée à 16,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ecole polytechnique : 1
	- CentraleSupélec : 1
	- Centrale Nantes : 1
	- IMT Atlantique : 1
	- Ensimag : 2
	- Enseeiht : 2
	- Arts et Métiers : 11
	- ESTP : 4"
9,Henri Loritz,Nancy,14,PT,"Cet établissement public a présenté 31 candidats en PT en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 2
	- Isae-Supaero : 1
	- Arts et Métiers : 15
	- ESTP : 2"
10,Joliot-Curie,Rennes,"13,8",PT,"Cet établissement public a présenté 38 candidats en PT en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 1
	- Arts et Métiers : 19
	- ESTP : 2
	- Ensta Bretagne : 1"
11,Vauvenargues,Aix-en-Provence,"13,6",PT,"Cet établissement public a présenté 81 candidats en PT en 2023. Leur moyenne au bac est estimée à 15,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 3
	- Phelma : 3
	- Enseeiht : 1
	- Arts et Métiers : 38
	- ESTP : 4"
12,Newton,Clichy,"13,5",PT,"Cet établissement public a présenté 38 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- CentraleSupélec : 1
	- Arts et Métiers : 19
	- ESTP : 1"
13,Gustave Eiffel,Bordeaux,"13,3",PT,"Cet établissement public a présenté 84 candidats en PT en 2023. Leur moyenne au bac est estimée à 15 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 4
	- CentraleSupélec : 5
	- Ponts ParisTech : 1
	- Ecole centrale de Lyon : 2
	- IMT Atlantique : 1
	- Arts et Métiers : 24
	- Ensta Bretagne : 1"
14,Livet,Nantes,"13,2",PT,"Cet établissement public a présenté 75 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- IMT Atlantique : 1
	- Enseeiht : 1
	- Arts et Métiers : 32
	- ESTP : 5
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 3"
15,Chaptal,Paris 8e,"13,1",PT,"Cet établissement public a présenté 37 candidats en PT en 2023. Leur moyenne au bac est estimée à 16,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 2
	- Ensta Paris : 1
	- Centrale Nantes : 2
	- Ecole centrale de Lille : 1
	- Ensimag : 2
	- Phelma : 1
	- Arts et Métiers : 9"
16,Raspail,Paris 14e,"12,7",PT,"Cet établissement public a présenté 74 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- IMT Atlantique : 1
	- Arts et Métiers : 24
	- ESTP : 11
	- Ensta Bretagne : 1"
17,Etienne Mimard,Saint-Etienne,"12,5",PT,"Cet établissement public a présenté 33 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- IMT Atlantique : 1
	- Phelma : 1
	- Arts et Métiers : 12"
17,Jean Perrin,Marseille 10e,"12,5",PT,"Cet établissement public a présenté 74 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 2
	- ENS Rennes : 2
	- CentraleSupélec : 1
	- Ponts ParisTech : 1
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 1
	- Télécom SudParis : 1
	- Arts et Métiers : 16"
19,Ferdinand Buisson,Voiron,"12,4",PT,"Cet établissement public a présenté 31 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ensta Paris : 1
	- Ensimag : 1
	- Phelma : 3
	- Enseeiht : 1
	- Arts et Métiers : 5"
19,Gabriel Touchard - Washington,Le Mans,"12,4",PT,"Cet établissement public a présenté 24 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Centrale Nantes : 1
	- Arts et Métiers : 9
	- ESTP : 1"
19,Marie Curie,Nogent-sur-Oise,"12,4",PT,"Cet établissement public a présenté 36 candidats en PT en 2023. Leur moyenne au bac est estimée à 15 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 1
	- Arts et Métiers : 9
	- ESTP : 5"
19,Paul Constans,Montluçon,"12,4",PT,"Cet établissement public a présenté 17 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- Arts et Métiers : 4
	- ESTP : 1
	- Ensta Bretagne : 1"
23,Jules Renard,Nevers,"12,3",PT,"Cet établissement public a présenté 14 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 4
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 1"
24,Alain-René Lesage,Vannes,"12,2",PT,"Cet établissement public a présenté 19 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 8"
24,Jacques de Vaucanson,Tours,"12,2",PT,"Cet établissement public a présenté 41 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 1
	- Enseeiht : 2
	- Arts et Métiers : 11"
26,Rouvière,Toulon,"12,1",PT,"Cet établissement public a présenté 27 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 2
	- Mines Nancy : 1
	- Arts et Métiers : 5"
27,Bourdelle,Montauban,12,PT,"Cet établissement public a présenté 28 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Phelma : 1
	- Arts et Métiers : 6
	- ESTP : 1"
27,Dumont d'Urville - Laplace,Caen,12,PT,"Cet établissement public a présenté 24 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Télécom SudParis : 1
	- Arts et Métiers : 5
	- Ensta Bretagne : 3"
29,Vaucanson,Grenoble,"11,7",PT,"Cet établissement public a présenté 59 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ecole centrale de Lyon : 1
	- Phelma : 1
	- Enseeiht : 1
	- Arts et Métiers : 12
	- ESTP : 1"
30,La Croix Rouge La Salle,Brest,"11,6",PT,"Cet établissement privé a présenté 24 candidats en PT en 2023. Leur moyenne au bac est estimée à 12,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Rennes : 1
	- Ecole centrale de Lille : 1
	- Arts et Métiers : 3
	- ESTP : 1"
31,Laetitia Bonaparte,Ajaccio,"11,5",PT,"Cet établissement public a présenté 15 candidats en PT en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Enseeiht : 1
	- ESTP : 1"
31,Louis Couffignal,Strasbourg,"11,5",PT,"Cet établissement public a présenté 62 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Centrale Nantes : 1
	- IMT Atlantique : 1
	- Enseeiht : 1
	- Arts et Métiers : 11
	- ESTP : 1"
33,Chevrollier,Angers,"11,4",PT,"Cet établissement public a présenté 37 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Centrale Nantes : 2
	- Arts et Métiers : 7
	- ESTP : 1"
33,Gustave Eiffel,Dijon,"11,4",PT,"Cet établissement public a présenté 41 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole centrale de Lyon : 1
	- IMT Atlantique : 1
	- Arts et Métiers : 6
	- ESTP : 2"
33,Gustave Eiffel,Armentières,"11,4",PT,"Cet établissement public a présenté 51 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Ponts ParisTech : 1
	- Ensta Paris : 1
	- Arts et Métiers : 7"
33,Jean Mermoz,Montpellier,"11,4",PT,"Cet établissement public a présenté 42 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- IMT Atlantique : 1
	- Arts et Métiers : 8"
33,Saint-Aubin La Salle,Verrières-en-Anjou,"11,4",PT,"Cet établissement privé a présenté 15 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Enac : 1
	- Ensimag : 1
	- Arts et Métiers : 2"
33,Turgot,Limoges,"11,4",PT,"Cet établissement public a présenté 31 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Arts et Métiers : 5
	- ESTP : 1"
39,Blaise Pascal,Rouen,"11,3",PT,"Cet établissement public a présenté 37 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Rennes : 1
	- Arts et Métiers : 7"
40,César Baggio,Lille,"11,2",PT,"Cet établissement public a présenté 47 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Arts et Métiers : 8"
41,Les Eucalyptus,Nice,"11,1",PT,"Cet établissement public a présenté 72 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 11
	- ESTP : 4"
41,Nelson Mandela,Poitiers,"11,1",PT,"Cet établissement public a présenté 26 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Rennes : 1
	- Arts et Métiers : 3"
43,Dhuoda,Nîmes,11,PT,"Cet établissement public a présenté 27 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 5"
43,Jean Dupuy,Tarbes,11,PT,"Cet établissement public a présenté 29 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Arts et Métiers : 3"
43,Louis de Cormontaigne,Metz,11,PT,"Cet établissement public a présenté 11 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 2"
43,Vauban,Brest,11,PT,"Cet établissement public a présenté 27 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 3
	- ESTP : 2"
47,Benjamin Franklin,Orléans,"10,8",PT,"Cet établissement public a présenté 26 candidats en PT en 2023. Leur moyenne au bac est estimée à 13 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 3
	- ESTP : 1"
48,Caroline Dorian,Paris 11e,"10,7",PT,"Cet établissement public a présenté 24 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 2
	- ESTP : 1"
48,Parc de Vilgénis,Massy,"10,7",PT,"Cet établissement public a présenté 29 candidats en PT en 2023. Leur moyenne au bac est estimée à 12,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1
	- ESTP : 3"
50,Jules Haag,Besançon,"10,6",PT,"Cet établissement public a présenté 25 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 2
	- ESTP : 1"
50,La Prat's,Cluny,"10,6",PT,"Cet établissement public a présenté 28 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Phelma : 1
	- Arts et Métiers : 2"
50,Voltaire,Paris 11e,"10,6",PT,"Cet établissement public a présenté 28 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 2
	- ESTP : 1"
53,Le Corbusier,Aubervilliers,"10,4",PT,"Cet établissement public a présenté 15 candidats en PT en 2023. Leur moyenne au bac est estimée à 14,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 1"
53,Niepce - Balleure,Chalon-sur-Saône,"10,4",PT,"Cet établissement public a présenté 24 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 2"
53,Pierre de Coubertin,Meaux,"10,4",PT,"Cet établissement public a présenté 15 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
56,Franklin Roosevelt,Reims,"10,3",PT,"Cet établissement public a présenté 21 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
56,La Fayette,Champagne-sur-Seine,"10,3",PT,"Cet établissement public a présenté 20 candidats en PT en 2023. Leur moyenne au bac est estimée à 11,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 1"
56,Lycée de l'Europe,Dunkerque,"10,3",PT,"Cet établissement public a présenté 21 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
59,Aux Lazaristes,Lyon 5e,"10,2",PT,"Cet établissement privé a présenté 130 candidats en PT en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- IMT Atlantique : 1
	- Phelma : 1
	- Arts et Métiers : 3"
59,Lislet Geoffroy,Saint-Denis,"10,2",PT,"Cet établissement public a présenté 29 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
59,Schuman - Perret,Le Havre,"10,2",PT,"Cet établissement public a présenté 23 candidats en PT en 2023. Leur moyenne au bac est estimée à 13,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Arts et Métiers : 1"
62,Saint-Joseph La Salle,Toulouse,"10,1",PT,"Cet établissement privé a présenté 83 candidats en PT en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- ESTP : 2"
63,Charles Coeffin,Baie-Mahault,10,PT,"Cet établissement public a présenté 26 candidats en PT en 2023. Leur moyenne au bac est estimée à 12,3 sur 20."
63,Frédéric Ozanam,Lille,10,PT,Cet établissement privé a présenté 86 candidats en PT en 2023.
63,Langevin - Wallon,Champigny-sur-Marne,10,PT,"Cet établissement public a présenté 22 candidats en PT en 2023. Leur moyenne au bac est estimée à 12,8 sur 20."
63,Raoul Follereau,Belfort,10,PT,"Cet établissement public a présenté 25 candidats en PT en 2023. Leur moyenne au bac est estimée à 12,6 sur 20."
63,Saint-Joseph La Joliverie,Saint-Sébastien-sur-Loire,10,PT,Cet établissement privé a présenté 91 candidats en PT en 2023.
